gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	diff_expr	gene_name	cluster
ENSG00000000419	347.91208657686	-0.01994062601953	0.0949146212261946	-0.210090139558253	0.833597321240156	0.923849342835241	non-sig		
ENSG00000000457	282.798665965774	0.632440368457539	0.206716509048158	3.05945747327903	0.00221738266211642	0.0444888694729918	upreg		
ENSG00000000460	74.5111901311832	-0.372870386338604	0.192707001951056	-1.93490834564126	0.0530015438968594	0.221308432977432	non-sig		
ENSG00000000938	3.88660458946031	0.159370390124357	0.471377320870376	0.338095158736291	0.735291478726613	0.868685991443806	non-sig		
ENSG00000001036	210.245945225021	-0.157435633572995	0.108010046604495	-1.45760175578373	0.144950345415291	0.377694246974159	non-sig		
ENSG00000001084	115.362741871342	-0.583016260722465	0.29940980479804	-1.94721833213086	0.0515085647929214	0.218031807256105	non-sig		
ENSG00000001167	147.20466079328	-0.0794583121469739	0.142132018214686	-0.559045830383938	0.576130442569528	0.768451576651371	non-sig		
ENSG00000001460	64.7188175134314	0.420645413388539	0.177828762531602	2.36545206411019	0.0180080743814239	0.124370765044876	non-sig		
ENSG00000001461	250.823126927285	0.175723287338988	0.109748069520077	1.60115151097798	0.109343365519051	0.326574807159958	non-sig		
ENSG00000001617	464.782614937571	0.995265114308694	0.287380526110186	3.46323088686634	0.000533730194581238	0.0232136628877273	upreg		
ENSG00000001626	5.1904637007339	0.123182648379861	0.280107146758967	0.439769744560856	0.660103882820542	0.823943564533021	non-sig		
ENSG00000001629	130.31404129229	-0.0679402006133343	0.0864092161454487	-0.786261045337729	0.431714569089484	0.65932704136566	non-sig		
ENSG00000001630	30.6348774495568	0.0761121378548133	0.126470656737033	0.601816577999363	0.547296238736737	0.749311677835127	non-sig		
ENSG00000001631	108.241028892805	-0.177437413641633	0.14059509016646	-1.26204559086347	0.20693238172103	0.451319744619004	non-sig		
ENSG00000002016	50.8950861749596	-0.0608822695330987	0.141049544271715	-0.431637477791606	0.666004915090414	0.826829965609406	non-sig		
ENSG00000002330	144.736683023291	0.0777083294294785	0.0924080511198588	0.84092596356876	0.400389412141686	0.634010353582991	non-sig		
ENSG00000002549	28172.736579774	1.04126012202649	0.310838294087783	3.34984505394446	0.000808567770237515	0.0281607176087372	upreg		
ENSG00000002587	20.1341146350199	-0.0808586558905865	0.219308279054417	-0.368698601982659	0.712352390906669	0.856106790429934	non-sig		
ENSG00000002745	14.46813278249	0.127401490824434	0.26948758219075	0.472754587757799	0.636388276439375	0.808023390175744	non-sig		
ENSG00000002746	47.5770610236326	0.245015603716136	0.244852510202302	1.00066608879647	0.316988267241741	0.560586492632199	non-sig		
ENSG00000002822	513.694270168602	0.313854052733617	0.166189971131477	1.88852582738172	0.0589553939870048	0.234260782162831	non-sig		
ENSG00000002834	136.135214909478	-0.152983114794632	0.156122276577012	-0.979892928471154	0.327138973967269	0.570218306046024	non-sig		
ENSG00000002919	237.123737290887	-0.0377632706799429	0.0686007234598615	-0.55047918994671	0.58199074640153	0.772549338905052	non-sig		
ENSG00000003056	380.641053690638	-0.0656515895290702	0.0837299479236559	-0.784087308748008	0.432988881752195	0.66007650512962	non-sig		
ENSG00000003137	74.3659442879229	-0.130958111032259	0.236458879160782	-0.553830380559375	0.579694934482961	0.771038372609055	non-sig		
ENSG00000003147	119.651626486599	-0.356780227804624	0.146909870191507	-2.42856540094643	0.0151586908561806	0.113084106180474	non-sig		
ENSG00000003249	35.3614120340635	-0.170804994913597	0.144923155797342	-1.17859008778726	0.23856144053099	0.485960657686165	non-sig		
ENSG00000003393	460.415807620645	0.525393286141125	0.207947242980916	2.52657009830778	0.0115182399717454	0.0981532104197758	non-sig		
