diseaseId	name	datasourceId	targetId	score
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000130204	0.08375
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000109906	0.00358075384103246
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000091138	0.00422846676543514
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000161405	0.00360883034201544
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000143631	0.00506786168787305
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000108389	0.00649681609226649
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000165449	0.00377228180533158
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000100721	0.00420319620595842
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000170367	0.00339407298739657
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000198929	0.00437952471680917
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000159363	0.00855268988808438
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000163171	0.00340592749785473
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000184677	0.00511363658276993
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000174938	0.00377572027296819
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000204536	0.00547899025146206
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000198626	0.00507708865170191
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000135925	0.00403612366993267
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000112561	0.00352744949299774
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000026103	0.00403065602030008
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000154146	0.00568067756224024
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000138669	0.00515208833934037
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000183726	0.00376391030748833
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000091831	0.00483914929629564
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000134954	0.0041678314523601
EFO_0000249	Alzheimer's disease	phewas_catalog	ENSG00000163833	0.0034552462998427
